CensusTract,State,County,POP2010,LALOWI1_20,LILATracts_Vehicle,TractKids,TractSeniors,TractHUNV,TractSNAP,GEOID,INTPTLAT,INTPTLON,ALAND_miles
48113011500,Texas,Dallas,3185,2205.93,1,1111,172,187,265,48113011500,+32.7347662,-096.7268403,5.83621744548
48113011601,Texas,Dallas,4773,581.99,1,1622,347,187,461,48113011601,+32.7048154,-096.7163225,3.87646214949
48113011602,Texas,Dallas,6221,2172.81,0,2280,304,66,338,48113011602,+32.6921655,-096.6626202,3.894067628486
48113011702,Texas,Dallas,5366,527.11,0,1867,286,91,333,48113011702,+32.7050432,-096.6410133,2.156444921238
48113012000,Texas,Dallas,7184,1324.68,1,2355,426,467,662,48113012000,+32.7558865,-096.6583533,1.002057084334
48113012100,Texas,Dallas,5731,3259.21,1,2036,228,238,484,48113012100,+32.7695551,-096.6608460,1.124696593104
48113012301,Texas,Dallas,4374,535.75,0,1386,406,154,338,48113012301,+32.8174530,-096.6747412,0.668772679628
48113013010,Texas,Dallas,4388,1754.04,1,1188,190,276,455,48113013010,+32.8688147,-096.6802329,0.542267903736
48113013011,Texas,Dallas,4794,2832.3,1,1559,98,399,465,48113013011,+32.8780414,-096.6923776,0.369500000102
48113013717,Texas,Dallas,2755,327.49,0,883,149,46,148,48113013717,+32.9590524,-096.9017557,0.531815350392
48113014103,Texas,Dallas,3015,517.47,1,848,36,177,312,48113014103,+32.8917158,-096.9844341,2.972106245746
48113014116,Texas,Dallas,4542,748.33,1,1186,80,98,259,48113014116,+32.8472377,-097.0152004,1.042120958364
48113014133,Texas,Dallas,3909,1447.6,1,784,120,187,195,48113014133,+32.8701043,-097.0029707,1.467159414554
48113014204,Texas,Dallas,2275,649.61,0,441,104,37,130,48113014204,+32.8480286,-096.9242710,1.864361460952
48113014403,Texas,Dallas,3909,461.32,0,991,74,96,234,48113014403,+32.8278797,-097.0197582,1.990708707228
48113015000,Texas,Dallas,7996,1039.84,1,2538,577,165,650,48113015000,+32.7992264,-096.9278620,3.204583279272
48113015100,Texas,Dallas,6509,1552.0,0,1992,547,68,403,48113015100,+32.7957679,-096.9501420,1.387373752866
48113015303,Texas,Dallas,2092,1318.49,0,725,111,31,96,48113015303,+32.8073330,-097.0252147,2.172562363126
48113015304,Texas,Dallas,3461,1816.99,0,1029,370,4,232,48113015304,+32.7852499,-097.0060890,6.539900309642
48113015403,Texas,Dallas,3008,407.96,0,923,236,100,234,48113015403,+32.7554027,-097.0242418,0.416402898858
48113015404,Texas,Dallas,4462,861.9,0,1714,165,105,387,48113015404,+32.7473140,-097.0277584,0.9416004609699999
48113015700,Texas,Dallas,2579,445.27,0,884,162,7,131,48113015700,+32.7586170,-096.9661785,1.339969307612
48113015800,Texas,Dallas,2430,1456.92,0,824,153,16,105,48113015800,+32.7570443,-096.9434900,5.08470658217
48113016100,Texas,Dallas,3852,727.23,1,1073,731,216,509,48113016100,+32.7254930,-097.0252023,2.572696468112
48113016408,Texas,Dallas,7115,449.72,0,2038,658,40,334,48113016408,+32.6953623,-096.9917520,1.805238433896
48113016511,Texas,Dallas,4259,1905.42,0,1389,238,26,312,48113016511,+32.6256814,-096.9474922,0.654173776906
48113016520,Texas,Dallas,6953,3092.63,1,2490,282,128,659,48113016520,+32.7036698,-096.9232763,6.724129651146
48113016605,Texas,Dallas,6941,2203.45,1,2320,956,741,900,48113016605,+32.6366306,-096.8482482,5.33058791883
48113016611,Texas,Dallas,6133,1052.17,0,1675,619,39,205,48113016611,+32.5823059,-096.8384144,2.020984895558
48113016621,Texas,Dallas,5403,1579.36,0,1874,221,23,430,48113016621,+32.5684300,-096.8418953,1.79557700355
48113016626,Texas,Dallas,4658,285.99,0,1509,299,138,279,48113016626,+32.5841297,-096.9420749,1.270838130614
48113016701,Texas,Dallas,6084,3593.54,1,1682,931,246,426,48113016701,+32.6566462,-096.7737673,2.603217059008
48113016703,Texas,Dallas,9729,2909.31,1,3301,587,181,754,48113016703,+32.6298669,-096.7788431,12.606721807846
48113016704,Texas,Dallas,4132,990.09,0,1273,355,20,354,48113016704,+32.6171958,-096.7758945,1.000736615494
48113016903,Texas,Dallas,5191,2969.64,0,1426,419,69,283,48113016903,+32.5891919,-096.6664144,51.684524534618
48113017004,Texas,Dallas,8357,2399.72,0,3244,396,126,557,48113017004,+32.6857860,-096.5800991,2.757903805982
48113017101,Texas,Dallas,5144,1354.5,0,1709,351,92,237,48113017101,+32.6957713,-096.6036327,3.835383599404
48113017602,Texas,Dallas,4120,2163.32,0,1316,333,41,195,48113017602,+32.7708888,-096.6407031,1.234100139212
48113017605,Texas,Dallas,3550,534.04,0,1272,130,95,231,48113017605,+32.7545286,-096.6441888,0.40077194549
48113017703,Texas,Dallas,4661,512.01,1,1616,383,127,440,48113017703,+32.7857603,-096.6171472,0.828004619346
48113017805,Texas,Dallas,5503,2450.99,0,1542,562,96,303,48113017805,+32.7869383,-096.6473624,3.311591834674
48113018001,Texas,Dallas,6183,263.76,0,1689,792,63,288,48113018001,+32.8335679,-096.6446373,1.025610850742
48113018105,Texas,Dallas,6086,1370.61,0,2090,448,29,322,48113018105,+32.9196573,-096.6209196,1.22641053178
48113018126,Texas,Dallas,6536,217.58,0,1836,785,15,226,48113018126,+32.8587846,-096.6299976,1.192722746178
48113018130,Texas,Dallas,4152,1578.0,1,1093,386,117,277,48113018130,+32.8361978,-096.6257805,1.15604923381
48113018141,Texas,Dallas,3830,1644.75,0,828,232,20,363,48113018141,+32.8643822,-096.5397269,0.688043030448
48113018203,Texas,Dallas,6463,1489.18,0,2182,299,38,255,48113018203,+32.9022010,-096.6062922,1.763516251776
48113018205,Texas,Dallas,4564,766.95,0,1578,236,27,128,48113018205,+32.8887332,-096.6158652,0.626351266786
48113019029,Texas,Dallas,5905,513.73,0,1453,662,107,261,48113019029,+32.9480766,-096.6664610,0.85497847727
48113020100,Texas,Dallas,2318,1198.85,0,652,215,56,78,48113020100,+32.8211903,-096.9125532,4.972175609862
48113020200,Texas,Dallas,3678,2781.98,1,825,677,142,485,48113020200,+32.6855277,-096.7107028,9.811321706134
48113020400,Texas,Dallas,5518,1126.35,0,471,104,43,18,48113020400,+32.7717084,-096.7911232,2.61079662737
48113020500,Texas,Dallas,4820,737.47,1,2178,363,538,929,48113020500,+32.7818987,-096.8633102,2.100359358616
48115950402,Texas,Dawson,4001,1417.69,0,607,271,10,167,48115950402,+32.7116702,-101.9935199,31.641214499106
48115950500,Texas,Dawson,3839,576.29,1,1106,625,207,274,48115950500,+32.7276362,-101.9602477,2.262721427248
48117950500,Texas,Deaf Smith,3981,506.74,0,1323,319,90,273,48117950500,+34.8136010,-102.3993337,3.643247661144
48121020503,Texas,Denton,5726,803.87,1,1200,513,145,402,48121020503,+33.2455592,-097.1250549,1.028479974704
48121020601,Texas,Denton,4906,573.08,1,651,369,211,233,48121020601,+33.2274539,-097.1207871,1.070309879282
48121020602,Texas,Denton,8716,3554.24,0,2442,544,92,334,48121020602,+33.2227233,-097.1002930,2.65986826106
48121020800,Texas,Denton,5082,820.62,0,550,290,72,241,48121020800,+33.1983430,-097.1797465,9.447042577276
48121021201,Texas,Denton,5638,390.24,1,1422,204,327,418,48121021201,+33.2001255,-097.0990530,3.400822709588
48121021202,Texas,Denton,4242,1075.4,0,879,359,85,291,48121021202,+33.2037782,-097.1181245,1.531073195226
48121021616,Texas,Denton,4441,208.89,1,1112,264,182,213,48121021616,+33.0064460,-096.8638802,0.525748915768
48133950300,Texas,Eastland,5120,476.79,0,1153,967,89,214,48133950300,+32.3922949,-099.0140210,209.91190638563
48135000300,Texas,Ector,1680,676.32,0,393,204,28,136,48135000300,+31.9070199,-102.3836640,0.93422977379
48135000500,Texas,Ector,4474,203.0,1,1430,482,188,374,48135000500,+31.8918823,-102.3789905,1.11231159925
48139060400,Texas,Ellis,4216,947.69,1,1179,512,195,501,48139060400,+32.3607682,-096.8256498,8.516093126078
48139060500,Texas,Ellis,3196,988.62,0,1046,318,43,233,48139060500,+32.3874699,-096.8603322,2.238664183832
48139061500,Texas,Ellis,5338,870.74,0,1595,709,102,554,48139061500,+32.3070789,-096.6320195,6.181348617852
48139061600,Texas,Ellis,6253,1873.84,0,2070,542,189,509,48139061600,+32.3452515,-096.6160048,8.275338065672
48141000107,Texas,El Paso,5807,2344.44,0,1754,705,83,490,48141000107,+31.9206798,-106.4147125,0.857330996756
48141000108,Texas,El Paso,2505,1183.62,0,801,265,72,193,48141000108,+31.9196203,-106.4013581,0.96301174738
48141000204,Texas,El Paso,5283,318.76,1,1500,728,147,273,48141000204,+31.8896868,-106.4004849,1.022047515384
48141000206,Texas,El Paso,4787,300.15,0,1361,767,118,332,48141000206,+31.8743006,-106.4153585,0.671828676958
48141000207,Texas,El Paso,4761,1917.87,0,1606,366,32,486,48141000207,+31.9037320,-106.3965237,0.740322785656
48141000208,Texas,El Paso,3429,2116.79,0,1110,211,104,260,48141000208,+31.9180554,-106.3860004,1.630889828674
48141000302,Texas,El Paso,5626,641.58,1,1708,755,129,523,48141000302,+31.8618680,-106.4175432,0.824633176682
48141000900,Texas,El Paso,7871,474.11,0,2042,1167,284,830,48141000900,+31.8022909,-106.4769329,4.61373164053
48141001111,Texas,El Paso,4811,1987.48,1,907,368,144,227,48141001111,+31.8278600,-106.5014845,4.496770533874
48141001115,Texas,El Paso,3445,1061.15,1,1148,213,304,596,48141001115,+31.8072248,-106.5123973,1.200999614752
48141001400,Texas,El Paso,2232,459.65,1,414,213,178,136,48141001400,+31.7881256,-106.5215230,3.028704165722
48141001600,Texas,El Paso,4515,1557.28,1,899,606,654,495,48141001600,+31.7638388,-106.4976276,0.567601986466
48141002500,Texas,El Paso,6084,346.87,1,1373,1155,316,716,48141002500,+31.7919505,-106.4403613,1.097694163632
48141003402,Texas,El Paso,6496,615.08,1,1299,887,261,613,48141003402,+31.7926198,-106.4021705,1.944747897352
48141003602,Texas,El Paso,3043,987.17,1,891,471,178,462,48141003602,+31.7547941,-106.4083087,1.132686973994
48141003702,Texas,El Paso,4738,495.12,1,1338,807,159,593,48141003702,+31.7409899,-106.3827659,0.82419070379
48141003801,Texas,El Paso,5799,1421.97,1,1455,1184,207,624,48141003801,+31.7272563,-106.3711804,1.237241465084
48141003803,Texas,El Paso,3250,893.86,0,861,411,26,208,48141003803,+31.7155880,-106.3592830,0.99653698404
48141003804,Texas,El Paso,3925,1349.42,1,1217,452,118,499,48141003804,+31.7125369,-106.3503500,0.68326347379
48141003903,Texas,El Paso,6921,1247.09,1,2494,666,450,1186,48141003903,+31.6912577,-106.3406697,1.454648165346
48141004003,Texas,El Paso,8507,581.1,0,2771,595,61,831,48141004003,+31.7041133,-106.2998459,1.934093412662
48141004103,Texas,El Paso,6939,1113.51,1,2114,711,308,1022,48141004103,+31.7224797,-106.3213319,2.245319810108
48141004310,Texas,El Paso,5269,611.23,0,1498,683,41,538,48141004310,+31.7931180,-106.3454208,0.73950888264
48141010102,Texas,El Paso,4799,508.59,0,1252,6,23,24,48141010102,+31.8166050,-106.4189690,2.418377676344
48141010203,Texas,El Paso,4732,1690.95,0,912,326,45,363,48141010203,+31.9867309,-106.5986342,4.051752071388
48141010216,Texas,El Paso,7035,1155.45,0,2371,609,45,507,48141010216,+31.8872421,-106.5890959,2.79191707557
48141010316,Texas,El Paso,4418,358.07,0,1303,429,76,423,48141010316,+31.7769372,-106.3171015,0.577991991286
48141010322,Texas,El Paso,4861,1806.83,0,1693,260,26,362,48141010322,+31.7972302,-106.2936258,0.835645191824
48141010325,Texas,El Paso,8377,543.74,0,3270,325,0,677,48141010325,+31.7987223,-106.2763572,0.959304009874
48141010333,Texas,El Paso,4772,2616.08,0,1992,147,59,315,48141010333,+31.6687860,-106.1654779,4.094135646234
48141010339,Texas,El Paso,8264,2858.82,0,1687,332,58,499,48141010339,+31.8261423,-106.2555180,18.279849382424
48141010345,Texas,El Paso,6959,5043.09,0,2559,356,39,700,48141010345,+31.6843112,-106.2391057,5.041058137172
48141010346,Texas,El Paso,4445,1854.9,0,1373,461,47,544,48141010346,+31.6708024,-106.2605134,3.324609649706
48141010347,Texas,El Paso,4350,1870.7,0,1461,272,29,504,48141010347,+31.6259190,-106.2287675,7.724598311852
48141010401,Texas,El Paso,5981,853.32,0,1791,623,103,622,48141010401,+31.6416382,-106.2892959,4.782298368302
48141010404,Texas,El Paso,4726,2827.51,0,1511,434,37,285,48141010404,+31.6063196,-106.2421440,5.6441934768
48141010405,Texas,El Paso,6261,4707.25,1,2128,483,169,703,48141010405,+31.6117356,-106.2844381,4.92419625873
48141010406,Texas,El Paso,4395,3903.8,0,1592,257,66,526,48141010406,+31.5791923,-106.2756149,1.765392707496
48141010407,Texas,El Paso,6341,5390.85,1,2343,356,137,1058,48141010407,+31.5886596,-106.2626396,1.958626333742
48141010408,Texas,El Paso,4019,699.92,0,1186,399,106,457,48141010408,+31.6425450,-106.2695275,2.132999649492
48141010409,Texas,El Paso,6377,466.13,0,2399,403,40,350,48141010409,+31.6607877,-106.2851405,1.010199589412
48141010505,Texas,El Paso,4000,457.14,0,1317,466,163,450,48141010505,+31.4659808,-106.1543212,15.36107579204
48143950300,Texas,Erath,6193,1011.41,0,1778,806,120,433,48143950300,+32.1080916,-098.3642916,176.43241316008
48143950400,Texas,Erath,6517,752.16,0,1073,901,74,144,48143950400,+32.2092457,-098.2358780,4.576929170094
48143950500,Texas,Erath,6967,2985.39,1,1408,502,199,418,48143950500,+32.2406455,-098.1964589,8.267020656388
48143950600,Texas,Erath,3153,1037.15,0,602,350,68,216,48143950600,+32.2142467,-098.1830872,5.3658672168759995
48145000300,Texas,Falls,3708,425.21,0,973,623,125,349,48145000300,+31.3189459,-096.8991170,2.431890088038
48147950401,Texas,Fannin,4510,544.72,0,645,358,94,284,48147950401,+33.5825513,-096.2081891,4.527467959486
48147950402,Texas,Fannin,6442,1791.51,0,1339,1418,113,251,48147950402,+33.6139847,-096.1948330,35.575334804664
48153950600,Texas,Floyd,3824,232.31,0,1114,654,97,334,48153950600,+33.9417578,-101.2985920,451.13791084511
48155950100,Texas,Foard,1336,494.71,1,278,319,33,55,48155950100,+33.9633063,-099.8168285,704.39610073405
48157670101,Texas,Fort Bend,6801,311.35,0,2336,359,70,557,48157670101,+29.5883002,-095.4549394,1.290359447734
48157670400,Texas,Fort Bend,5058,2071.26,0,1489,386,78,410,48157670400,+29.6102297,-095.5012016,0.98770490079
48157670602,Texas,Fort Bend,1907,756.28,0,558,108,25,199,48157670602,+29.5897531,-095.5019698,1.058692842306
48157672002,Texas,Fort Bend,6279,556.15,1,1273,515,403,257,48157672002,+29.6429500,-095.5904388,1.021350215172
48157672601,Texas,Fort Bend,10258,2556.26,1,3284,536,134,360,48157672601,+29.6967094,-095.6778891,1.431039958556
48157674800,Texas,Fort Bend,5645,940.09,1,1607,624,528,556,48157674800,+29.5665590,-095.7717832,1.5064155632
48157674900,Texas,Fort Bend,5543,3854.82,1,1684,480,138,546,48157674900,+29.5943288,-095.7707429,3.680172139812
48157675000,Texas,Fort Bend,3224,272.91,0,1019,274,70,293,48157675000,+29.5655932,-095.7923687,1.518788587892
48157675200,Texas,Fort Bend,5623,932.32,0,1665,582,108,520,48157675200,+29.5429920,-095.7955779,2.3416476258839998
48157675300,Texas,Fort Bend,6679,3581.15,1,1976,780,152,479,48157675300,+29.5436226,-095.8255711,3.620593512396
48163950200,Texas,Frio,6343,1194.67,1,1521,587,199,467,48163950200,+28.9552100,-099.2485638,373.170287258408
48163950300,Texas,Frio,4674,1025.8,1,1077,453,104,310,48163950300,+28.7244583,-099.2685984,209.516567281382
48167721100,Texas,Galveston,10440,2118.64,1,3258,728,144,707,48167721100,+29.4840071,-095.0248681,7.714361589526
48167721600,Texas,Galveston,1900,520.48,0,464,233,51,116,48167721600,+29.5310822,-095.0093368,1.229767302568
48167721700,Texas,Galveston,7937,212.4,0,2207,680,181,560,48167721700,+29.4908334,-094.9817347,4.45772905794
48167721800,Texas,Galveston,4540,2007.81,0,910,565,51,275,48167721800,+29.4822185,-094.9438025,5.603379792686
48167722700,Texas,Galveston,4200,1024.42,1,1011,765,156,428,48167722700,+29.3867309,-094.9893812,1.790658450172
48167722800,Texas,Galveston,2538,835.22,0,660,359,70,200,48167722800,+29.3657666,-094.9646367,1.000345108066
48167722900,Texas,Galveston,2608,683.72,1,682,418,105,220,48167722900,+29.3632625,-094.9800379,0.80398405562
48167723000,Texas,Galveston,3319,364.95,0,829,502,97,341,48167723000,+29.3738058,-094.9867100,1.271450874488
48167723200,Texas,Galveston,3362,1331.13,0,821,500,87,269,48167723200,+29.3727818,-095.0231960,7.9528961773299995
48167723700,Texas,Galveston,2170,1260.08,1,665,261,105,207,48167723700,+29.3437883,-094.9829223,2.10207056268
48167724000,Texas,Galveston,2393,793.7,0,113,80,3,25,48167724000,+29.3510179,-094.8235860,8.415328998322
48167724101,Texas,Galveston,1241,258.29,1,196,239,161,67,48167724101,+29.3253980,-094.7570946,3.641707114164
48167726200,Texas,Galveston,2938,697.94,0,801,334,101,241,48167726200,+29.3584093,-094.9155031,13.996059275484
48177000300,Texas,Gonzales,3520,496.99,0,993,522,113,307,48177000300,+29.5111781,-097.4403577,1.88678974003
48179950800,Texas,Gray,1659,401.0,0,554,181,33,118,48179950800,+35.5232727,-100.9716150,1.027712017826
48181000400,Texas,Grayson,2861,561.79,0,663,477,102,359,48181000400,+33.7697304,-096.5787063,3.366145730662
48181000501,Texas,Grayson,3689,596.16,1,955,647,205,385,48181000501,+33.7700252,-096.5373757,3.05717880212
48181000700,Texas,Grayson,3971,828.69,1,997,542,152,508,48181000700,+33.7372317,-096.5460897,1.607879693882
48181000902,Texas,Grayson,6542,573.2,1,1413,1329,218,351,48181000902,+33.6843326,-096.6119226,12.19032701713
48181001400,Texas,Grayson,5521,639.94,1,1407,442,137,286,48181001400,+33.6665611,-096.5702982,8.638814874574
48181001500,Texas,Grayson,6419,2615.97,1,1827,691,170,729,48181001500,+33.6199259,-096.5848798,5.570664984124
48181002000,Texas,Grayson,3072,867.36,0,868,248,136,330,48181002000,+33.6365430,-096.6056726,1.563954027648
48183000800,Texas,Gregg,7018,2463.52,0,2228,587,51,522,48183000800,+32.5231287,-094.8148057,2.915175891948
48183000900,Texas,Gregg,3143,915.17,0,895,278,63,202,48183000900,+32.4935373,-094.7869796,6.7962735820499995
48183001100,Texas,Gregg,4643,749.74,1,1006,550,339,443,48183001100,+32.4942064,-094.7219162,3.027870185402
48183001200,Texas,Gregg,3022,358.14,1,1036,229,99,208,48183001200,+32.4783016,-094.7184689,1.117861043296
48183001400,Texas,Gregg,4013,846.78,1,1276,326,256,450,48183001400,+32.4447142,-094.7351828,13.490370289126
48183001500,Texas,Gregg,4934,1998.33,1,1094,508,210,319,48183001500,+32.4623346,-094.7151228,2.769040145968
48183010301,Texas,Gregg,5023,547.76,0,1572,397,55,257,48183010301,+32.5508043,-094.8205329,3.81925920768
48183010700,Texas,Gregg,4929,658.22,0,1450,321,100,299,48183010700,+32.3908445,-094.8810958,7.296400769098
48187210200,Texas,Guadalupe,4528,2969.42,1,1414,502,149,326,48187210200,+29.5850969,-097.9756646,2.097233476824
48187210300,Texas,Guadalupe,6221,3101.85,1,1613,712,393,639,48187210300,+29.5655569,-097.9763804,2.370978250416
48187210505,Texas,Guadalupe,4949,2840.61,0,1647,302,0,217,48187210505,+29.8070290,-097.8958201,18.554293000636
48191950500,Texas,Hall,3353,260.68,1,867,759,96,174,48191950500,+34.5024250,-100.7074570,883.491577921444
48193950300,Texas,Hamilton,3449,321.73,1,758,907,136,267,48193950300,+31.7073342,-098.1118267,10.137648938902
48199030700,Texas,Hardin,3793,627.01,0,971,655,87,408,48199030700,+30.3111510,-094.1349119,34.66304257431
48199030800,Texas,Hardin,4706,1013.67,1,1195,771,147,339,48199030800,+30.3540205,-094.2137524,12.759856038678
48201211100,Texas,Harris,6004,1025.51,1,1781,641,450,674,48201211100,+29.7870751,-095.3320395,0.92219883547
48201211300,Texas,Harris,5046,1580.54,1,1469,612,744,708,48201211300,+29.7774400,-095.3274089,1.064869316
48201211400,Texas,Harris,3690,310.6,1,1164,242,412,526,48201211400,+29.7657514,-095.3282383,1.397019739132
48201211500,Texas,Harris,6907,1023.51,1,2174,569,262,377,48201211500,+29.7666660,-095.2968872,2.33427809701
48201211700,Texas,Harris,3886,684.24,1,1034,522,383,584,48201211700,+29.7965959,-095.3043165,1.71511334675
48201212500,Texas,Harris,3610,2168.48,1,800,824,180,300,48201212500,+29.7520836,-095.2767055,4.163805435522
48201221100,Texas,Harris,3598,391.31,0,1221,203,44,142,48201221100,+29.8600550,-095.3546869,1.18193351189
48201221300,Texas,Harris,8593,781.97,0,2862,545,70,438,48201221300,+29.8523942,-095.3727789,1.325081986696
48201221600,Texas,Harris,9217,1240.36,0,3035,765,69,610,48201221600,+29.8792764,-095.4010173,2.224076091966
48201221700,Texas,Harris,8245,556.91,0,2988,437,38,542,48201221700,+29.8802933,-095.3785580,2.054182717722
48201222300,Texas,Harris,4512,1003.45,0,1597,320,95,200,48201222300,+29.8960708,-095.3514044,1.928613080874
48201222401,Texas,Harris,3701,1410.91,1,1221,209,119,243,48201222401,+29.9005904,-095.3964095,1.951406612444
48201222402,Texas,Harris,5906,3040.67,0,2068,336,110,253,48201222402,+29.9111919,-095.3889136,1.571036682736
48201222502,Texas,Harris,4025,352.45,0,1344,312,83,113,48201222502,+29.9253874,-095.3885445,1.313489660248
48201222700,Texas,Harris,5175,715.24,1,1920,558,644,904,48201222700,+29.9343495,-095.3357257,2.734168185532
48201222800,Texas,Harris,3561,1988.62,0,1313,178,47,122,48201222800,+29.9234175,-095.3657928,2.597968774522
48201222900,Texas,Harris,7848,1106.86,1,2495,628,178,327,48201222900,+29.9142916,-095.3450125,2.239419013242
48201230200,Texas,Harris,5054,955.2,1,1280,778,290,442,48201230200,+29.8199173,-095.3073371,3.003668153736
48201230300,Texas,Harris,1803,650.7,0,477,267,100,171,48201230300,+29.8347332,-095.3127198,0.673530614574
48201230400,Texas,Harris,3719,346.0,1,1060,429,181,321,48201230400,+29.8305778,-095.3252070,1.109874137324
48201230800,Texas,Harris,2805,445.95,1,700,480,102,120,48201230800,+29.8398272,-095.2937237,0.715016116168
48201230900,Texas,Harris,4231,713.04,1,1228,587,274,536,48201230900,+29.8182010,-095.2826340,2.454650028734
48201231000,Texas,Harris,4282,1381.73,1,1179,557,132,419,48201231000,+29.8401714,-095.2786836,1.590850665172
48201231200,Texas,Harris,6698,1923.46,1,2398,410,430,665,48201231200,+29.8750343,-095.2473206,5.361147119926
48201231300,Texas,Harris,4254,854.66,1,1214,439,187,445,48201231300,+29.8582183,-095.2726329,1.856958727306
48201231900,Texas,Harris,6292,422.04,1,1625,857,135,262,48201231900,+29.8790503,-095.2745459,3.396023461728
48201232401,Texas,Harris,7415,2363.91,0,2414,466,75,303,48201232401,+29.8214889,-095.1918610,5.57096730199
48201232403,Texas,Harris,4165,1808.85,0,1342,184,112,218,48201232403,+29.8091004,-095.2052588,0.824600358012
48201232500,Texas,Harris,3135,1519.89,0,835,300,52,94,48201232500,+29.8059908,-095.2502743,4.41048368671
48201232701,Texas,Harris,7235,747.35,0,2481,338,320,466,48201232701,+29.7886493,-095.2278273,1.80263687862
48201233300,Texas,Harris,4818,372.73,0,1671,289,32,165,48201233300,+29.7542552,-095.2006244,4.028033439426
48201233600,Texas,Harris,2127,817.48,1,563,276,145,192,48201233600,+29.7564963,-095.2608640,1.34771605814
48201233703,Texas,Harris,2656,709.29,0,932,207,15,145,48201233703,+29.7434920,-095.2215425,2.716280465974
48201240400,Texas,Harris,6394,1917.87,0,2007,352,26,183,48201240400,+29.9870837,-095.3729756,8.0671186625
48201240702,Texas,Harris,10524,4377.65,0,4100,226,50,547,48201240702,+29.9802287,-095.4059104,3.955448580038
48201240801,Texas,Harris,5157,936.37,1,1369,360,214,700,48201240801,+30.0304930,-095.4173907,1.125291190184
48201241500,Texas,Harris,9146,3690.72,1,2787,391,449,848,48201241500,+29.9602383,-095.3195223,12.847769147466
48201250600,Texas,Harris,7606,1628.71,1,2151,682,373,396,48201250600,+29.9856552,-095.2467600,5.407585537976
48201252200,Texas,Harris,7944,2406.86,0,2601,370,91,190,48201252200,+29.8329284,-095.1490398,8.380026148054
48201252500,Texas,Harris,4325,681.64,1,1417,285,116,318,48201252500,+29.7661133,-095.1281275,11.683584744516
48201252600,Texas,Harris,7552,2711.82,0,2459,538,103,381,48201252600,+29.8281211,-095.0956728,12.806992915246
48201253400,Texas,Harris,724,433.9,0,162,209,35,18,48201253400,+29.7559128,-095.0170173,4.945193643796
48201253500,Texas,Harris,8382,704.39,1,2681,623,220,711,48201253500,+29.7796146,-095.0042399,2.2599901417
48201253800,Texas,Harris,7717,945.4,1,2475,581,130,585,48201253800,+29.7664280,-094.9479552,2.914072412432
48201254200,Texas,Harris,3052,981.54,0,1064,208,19,139,48201254200,+29.7287156,-094.9645049,0.48657346244
48201254400,Texas,Harris,3253,1845.63,1,1080,229,124,171,48201254400,+29.7264985,-094.9771664,1.062534943308
48201254500,Texas,Harris,2356,725.06,0,750,250,69,181,48201254500,+29.7308051,-094.9976559,1.90173188743
48201254600,Texas,Harris,4067,1711.32,0,1247,374,80,307,48201254600,+29.7151396,-095.0110863,1.920397216416
48201310100,Texas,Harris,5884,842.92,1,1375,313,340,603,48201310100,+29.7547757,-095.3429694,1.285878347922
48201310400,Texas,Harris,4084,819.82,1,1088,509,325,340,48201310400,+29.7514647,-095.3287113,0.659650247674
48201311100,Texas,Harris,5886,1143.68,1,1752,611,226,409,48201311100,+29.7332048,-095.2862683,0.947406662846
48201312000,Texas,Harris,4089,1141.15,1,198,327,179,99,48201312000,+29.7152476,-095.3523901,0.708052380496
48201312800,Texas,Harris,2332,1127.24,1,538,132,319,353,48201312800,+29.7219583,-095.3579408,0.360959809964
48201312900,Texas,Harris,3941,484.35,1,592,526,390,379,48201312900,+29.7140414,-095.3624725,0.549565617638
48201313300,Texas,Harris,2654,283.7,0,626,487,102,166,48201313300,+29.7045424,-095.3355622,0.87639941623
48201320500,Texas,Harris,4618,390.09,0,1556,278,12,160,48201320500,+29.6991881,-095.2440992,2.136800823682
48201321200,Texas,Harris,4284,890.9,0,1592,165,133,353,48201321200,+29.6369249,-095.2004177,1.1432673271
48201322600,Texas,Harris,5329,621.89,0,1648,425,5,210,48201322600,+29.6987606,-095.1561927,0.957146471898
48201323900,Texas,Harris,3875,2044.62,1,1120,504,320,366,48201323900,+29.6744801,-095.1649829,1.093374840558
48201324200,Texas,Harris,1647,1163.77,0,546,136,31,144,48201324200,+29.7120023,-095.2487938,2.49696796624
48201330100,Texas,Harris,8313,4362.01,0,2705,577,55,403,48201330100,+29.6344964,-095.4202061,0.993048938572
48201330200,Texas,Harris,4243,796.8,0,1305,413,104,271,48201330200,+29.6346800,-095.4536450,1.709770853376
48201330301,Texas,Harris,7169,1869.11,0,2658,186,54,197,48201330301,+29.6371105,-095.4717690,1.23095302181
48201330302,Texas,Harris,5527,2126.95,0,1697,572,73,314,48201330302,+29.6155676,-095.4760199,2.326930962052
48201330303,Texas,Harris,4061,932.8,0,1246,235,86,119,48201330303,+29.6265735,-095.4983015,2.059403588966
48201330400,Texas,Harris,4663,756.07,0,1439,374,78,335,48201330400,+29.6160441,-095.4544704,1.679451421622
48201330500,Texas,Harris,4121,477.46,0,1314,393,8,162,48201330500,+29.6225436,-095.4304614,1.046480436046
48201330900,Texas,Harris,7886,2785.87,1,2441,332,175,375,48201330900,+29.6105285,-095.4031606,3.82648124559
48201331100,Texas,Harris,3843,896.35,1,1115,428,287,302,48201331100,+29.6750452,-095.3691988,1.247564674258
