GEOID,ALAND,INTPTLAT,INTPTLON
48201451300,3083065,+29.7445129,-095.5976069
48201451700,1747421,+29.7324585,-095.6331750
48201451800,4735912,+29.7188540,-095.6335040
48201341800,4385023,+29.6339494,-095.0245468
48439104604,3329065,+32.7118108,-097.2886112
48289950100,834389995,+31.4641407,-095.9191957
48289950300,1014676329,+31.2608725,-095.8912555
48289950200,930396824,+31.2116683,-096.2031608
48201421900,1662248,+29.6713977,-095.4847512
48201421800,1169970,+29.6838122,-095.4805173
48201422200,1774484,+29.6401541,-095.5018992
48201422500,1846092,+29.6717858,-095.5002871
48201422600,2265791,+29.6845981,-095.5006737
48201422100,2399121,+29.6482654,-095.4870792
48201342400,3333735,+29.6958294,-095.1477075
48201342200,2876917,+29.6735514,-095.1465361
48201342300,2795477,+29.6737001,-095.1312154
48201342100,4447782,+29.6561715,-095.1390860
48439104100,1299728,+32.7232203,-097.3376555
48439104400,2482654,+32.7084071,-097.3378145
48439104504,2881980,+32.6915446,-097.3108519
48439104300,2913974,+32.7109952,-097.3520361
48439104505,2753397,+32.7082367,-097.3121071
48439104202,2149693,+32.6947187,-097.3691055
48439104201,3391002,+32.7133210,-097.3630405
48201342800,7445150,+29.6928595,-095.1010863
48201342700,3456949,+29.6960655,-095.1188728
48201342500,6405604,+29.6977920,-095.1293490
48201423000,1784395,+29.6760958,-095.5215429
48201422800,2300678,+29.6900285,-095.5177890
48201422900,1615441,+29.6820045,-095.5298306
48439104601,2259570,+32.7115226,-097.2700833
48201451500,1982959,+29.7650805,-095.6195766
48201423100,1635457,+29.6647245,-095.5494555
48201343200,4563442,+29.6583309,-095.0491086
48201343000,5738251,+29.6581300,-095.1073540
48201452400,2226291,+29.7094115,-095.5790748
48201452100,4533665,+29.7272676,-095.5806736
48201452500,3140638,+29.7090368,-095.6009615
48201452000,1957154,+29.7327027,-095.6073208
48201452700,4614978,+29.6957250,-095.6294874
48201423600,3300973,+29.6337805,-095.5209615
48113011401,5899631,+32.6792908,-096.7693528
48061014100,58750530,+25.8820153,-097.4007135
48061010201,138787085,+26.2865300,-097.6765589
48061013902,1903602,+25.9025708,-097.4750458
48201412300,2381015,+29.7157544,-095.4241774
48201412200,2396127,+29.7069396,-095.4118215
48029161600,6332723,+29.3991516,-098.5974267
48029170101,1128505,+29.4396522,-098.5198167
48029980003,16145474,+29.3724905,-098.6660170
48201412400,1688407,+29.7162007,-095.4352675
48029170200,1730789,+29.4216623,-098.5208934
48029170401,1300631,+29.4409711,-098.5311862
48029170300,1860337,+29.4218034,-098.5349833
48201332600,3307163,+29.6749892,-095.3068102
48273020100,2231228273,+27.4443119,-097.6895270
48273020500,17602284,+27.4886532,-097.8421803
48273020400,14557733,+27.4951279,-097.8753333
48273020200,13047639,+27.5245383,-097.8385055
48201412700,2058282,+29.7135035,-095.4536639
48201412900,2015057,+29.6838195,-095.4501905
48201412800,2050382,+29.6981361,-095.4532887
48201413100,1426883,+29.6983955,-095.4327891
48337950300,8140204,+33.7867517,-097.7291848
48337950200,663218412,+33.8428142,-097.7843399
48337950500,19671331,+33.5609483,-097.8438450
48337950100,509220459,+33.7600128,-097.5734992
48201430500,2385374,+29.7796842,-095.5198088
48201430200,709148,+29.7759240,-095.4847429
48201430300,5170882,+29.7726912,-095.4980795
48201430400,5518257,+29.7564084,-095.5154328
48201430900,2809998,+29.7579315,-095.5432079
48201420200,1639658,+29.6681835,-095.4445542
48201430700,1870149,+29.7771241,-095.5388129
48201413300,3161428,+29.6878922,-095.4288268
48201430800,3381890,+29.7760694,-095.5529430
48201430600,3748636,+29.7647514,-095.5317812
48029170402,1552462,+29.4342883,-098.5355357
48201431000,4174674,+29.7479203,-095.5509531
48029170500,2051745,+29.4492455,-098.5273406
48029171912,8454387,+29.4803697,-098.6827323
48201332800,1950835,+29.6897770,-095.3077088
48201332700,2532014,+29.6850663,-095.3139365
48201333000,1493848,+29.6815377,-095.2852604
48029180400,2181682,+29.4626758,-098.5708715
48029180201,2000669,+29.4778082,-098.5329440
48029180300,2664824,+29.4667590,-098.5575128
48029180501,3152712,+29.4702079,-098.5896328
48029172002,55727307,+29.4041314,-098.7598942
48439111516,4347450,+32.6661470,-097.1245117
48029180504,1675492,+29.4521007,-098.5919512
48029180602,1467529,+29.4777796,-098.5562676
48029180701,2912176,+29.5018609,-098.5693017
48029180702,3300976,+29.4936303,-098.5844476
48439104603,2484889,+32.6854512,-097.2702155
48029180800,1759664,+29.4927468,-098.5511804
48029180503,1802501,+29.4606047,-098.5946847
48029180901,2818920,+29.4968392,-098.5403548
48439111505,2478894,+32.7316361,-097.1574881
48439113916,1876457,+32.8669353,-097.2983622
48493000104,40615483,+29.3164650,-098.1230760
48493000404,126821945,+29.2334645,-098.1593336
48493000103,92362924,+29.3650503,-098.1618592
48029181005,1096197,+29.5023867,-098.5540500
48029181100,3433582,+29.5263791,-098.5502751
48029181004,1802844,+29.5136410,-098.5633983
48029181001,2490671,+29.5121915,-098.5431428
48029181003,1697166,+29.5222771,-098.5610516
48029180902,2983504,+29.4990227,-098.5303004
48029181200,3786129,+29.5367965,-098.5392167
48029181301,1434174,+29.5479597,-098.5597409
48029181302,2540840,+29.5423236,-098.5638293
48029181402,3648672,+29.5122455,-098.5803117
48029181506,2414961,+29.4930504,-098.6092462
48029181601,2588322,+29.4753342,-098.6024198
48029181504,1649872,+29.5058719,-098.5936735
48029181505,2190815,+29.4999762,-098.6050448
48029181711,3743737,+29.5120429,-098.6494648
48029181705,4490900,+29.4806068,-098.6170515
48029181703,3830763,+29.5271515,-098.6523463
48029181704,5765492,+29.5023814,-098.6345657
48029181712,1687802,+29.4930180,-098.6596257
48029181715,1932125,+29.4994275,-098.6859053
48029181713,4184826,+29.4920930,-098.6472728
48029181716,3866357,+29.5115393,-098.6939302
48157673101,50967733,+29.7442803,-095.8155074
48157673102,10846892,+29.7167414,-095.7837632
48029181718,2484693,+29.5278207,-098.6716386
48029181809,2350428,+29.5503905,-098.6227123
48029190200,2242043,+29.4525383,-098.4898075
48029181811,3783279,+29.5326954,-098.6399857
48029190501,1109506,+29.4603679,-098.5198886
48029190601,1152379,+29.4721189,-098.5216808
48029190400,2085461,+29.4630702,-098.4894507
48029190901,4462886,+29.5060157,-098.4982963
48029190800,1606054,+29.4749184,-098.4866414
48027022103,2568898,+31.1337539,-097.6901458
48027022200,5161946,+31.1114462,-097.6874668
48027022300,8803400,+31.0946367,-097.6917827
48371950300,5895481,+30.8904567,-102.8771608
48371950400,7827066,+30.8914754,-102.8981937
48371950500,8817643239,+30.6781932,-102.7986785
48371950100,3506957728,+31.1856232,-102.8789156
48029191004,1652387,+29.4961477,-098.5066123
48029191003,2566195,+29.5018235,-098.5199757
48029191101,4050309,+29.5289945,-098.5241360
48029191102,2344793,+29.5138141,-098.5143152
48439114205,7555178,+32.8710850,-097.5293563
48439111521,2685850,+32.6987294,-097.0717117
48027023500,1675101,+31.1231022,-097.7334103
48029191406,4726459,+29.5981134,-098.5200083
48041002010,124381876,+30.5034293,-096.1885032
48185180400,30202414,+30.2831328,-096.0830258
48401950400,131231492,+32.2750691,-094.9137477
48401950200,78192974,+32.3164641,-094.8151002
48401950700,17392240,+32.1757646,-094.7935389
48401950100,256842005,+32.3168502,-094.6103594
48029191408,725752,+29.5497218,-098.5149787
48029191409,1605453,+29.5431098,-098.5208733
48401950900,8064430,+32.1391652,-094.7993054
48401951100,517079506,+31.9342810,-094.8431559
48401950600,315403256,+32.0981488,-094.6459030
48401951000,167267374,+32.1282842,-094.9451154
48401951200,348528805,+31.9050592,-094.6118401
48401950300,106051405,+32.3479633,-094.8780748
48401950800,12023603,+32.1558538,-094.8199623
48391950200,476682492,+28.4396119,-097.2237794
48029181808,3796163,+29.5354916,-098.5978441
48027021201,3974232,+31.1156625,-097.3889005
48027021202,4038736,+31.1015478,-097.3779603
48027022101,2349640,+31.1251128,-097.6995328
48027021901,3721144,+31.0768369,-097.6650689
48027021301,2750876,+31.0583578,-097.3828939
48141004312,3142763,+31.7561190,-106.3355621
48027023104,1847243,+31.1071639,-097.7555167
48121021611,2331031,+32.9944306,-096.8984529
48027022900,2329667,+31.1127503,-097.7380873
48027022600,2225528,+31.1252976,-097.7211449
48027022401,3840027,+31.0926925,-097.7079001
48121021523,1739283,+33.1023714,-096.8644827
48027023103,2553647,+31.0979996,-097.7527409
48027023000,8085259,+31.0793723,-097.7430914
48121021612,1541023,+33.0053579,-096.9043812
48121021613,1466148,+33.0051408,-096.8923780
48121021616,1361684,+33.0064460,-096.8638802
48121021614,1783032,+33.0027161,-096.8824514
48141003702,2134645,+31.7409899,-106.3827659
48141003801,3204442,+31.7272563,-106.3711804
48439113810,2794900,+32.8550686,-097.2500464
48147950100,373102563,+33.6189544,-095.9156125
48147950500,420420978,+33.5146071,-096.0165289
48147950600,163519174,+33.5113564,-096.2082036
48147950300,232116515,+33.6043070,-096.3296130
48147950702,141462018,+33.4315229,-096.3372051
48147950701,263104421,+33.4127863,-096.1727102
48121020601,2772091,+33.2274539,-097.1207871
48029190504,1165678,+29.4597554,-098.5118770
48029190503,1250966,+29.4596714,-098.5035886
48141000302,2135791,+31.8618680,-106.4175432
48141000112,1568284,+31.9059210,-106.4289458
48141000204,2647092,+31.8896868,-106.4004849
48141000206,1740029,+31.8743006,-106.4153585
48141000205,1974214,+31.8864723,-106.4123370
48215024402,41771829,+26.2620592,-098.0061001
48215023600,17416964,+26.3153342,-098.1377780
48215024105,21796326,+26.3036952,-098.2741850
48215023102,42688409,+26.1884433,-097.8838656
48215021202,13084975,+26.1655957,-098.2230076
48183000502,4311126,+32.5084539,-094.7643139
48183001000,2298283,+32.5067156,-094.7291438
48183000700,5184281,+32.5306787,-094.7971313
48183000800,7550274,+32.5231287,-094.8148057
48215020503,18359389,+26.1593504,-098.2665999
48215024600,152997385,+26.3109777,-097.9106821
48215022001,18775382,+26.1646423,-098.1523006
48215021401,3795507,+26.1941771,-098.1898705
48215024301,1426816806,+26.6175624,-098.1948738
48215023504,22468849,+26.3279688,-098.2187028
48215023902,16613616,+26.2731818,-098.1908635
48215022502,8882462,+26.1714340,-097.9718928
48215022900,13628060,+26.1414946,-097.9374376
48215021303,38032810,+26.0960511,-098.1798672
48215023503,136558152,+26.3947464,-098.1995941
48215024000,12921200,+26.3214899,-098.1751312
48215024302,152227639,+26.4228640,-097.9710985
48215022300,11539819,+26.1400513,-098.0027750
48215021901,19391438,+26.2219988,-098.0956061
48215021000,5204446,+26.2093708,-098.2180347
48113008802,2492030,+32.7102895,-096.7875068
48183001100,7842151,+32.4942064,-094.7219162
48113008900,2728136,+32.7431938,-096.7910735
48303010200,369925351,+33.7013109,-101.8106165
48001950500,23039961,+31.7878081,-095.6419012
48001950100,483307910,+31.9714680,-095.5524440
48001950600,20651646,+31.7502049,-095.6692086
48001951000,617423655,+31.6232277,-095.5131055
48001950800,10634048,+31.7394653,-095.6143534
48001950700,6720936,+31.7536175,-095.6345699
48215021100,2129998,+26.2006632,-098.2350554
48215021500,1470733,+26.1966561,-098.1806593
48453000402,1543583,+30.2841390,-097.7155242
48439102201,4465561,+32.7534070,-097.3856595
48085031632,3683779,+33.0763447,-096.7018250
48085031506,6142176,+33.0905501,-096.6711733
48085031625,2467122,+33.0338264,-096.7617121
48085030512,2797302,+33.1294791,-096.7421818
48121021627,5092676,+33.0445686,-096.8494742
48085031900,10929026,+33.0104898,-096.6898626
48085030100,319676205,+33.2938686,-096.3962069
48085031001,57687576,+33.1159592,-096.5102687
48215023000,10643695,+26.1419992,-097.8916730
48215024106,25934847,+26.2632802,-098.2898432
48215020201,9373466,+26.2376537,-098.3848948
48209010804,167387491,+30.0225612,-098.0649320
48209010304,8687820,+29.9144552,-097.9049106
48209010910,10015319,+30.0020188,-097.8636372
48209010803,227004427,+30.0227290,-098.1904837
48209010808,183228422,+30.2668576,-098.1427039
48209010303,20815419,+29.9135601,-097.8697686
48215020600,977004,+26.1986785,-098.2430938
48215020202,7347345,+26.2334689,-098.3585402
48215020501,5024262,+26.2013036,-098.2624852
48387950600,534661694,+33.4636128,-095.1617574
48387950100,808649322,+33.5734786,-094.8593683
48387950500,567123874,+33.6210755,-095.0579801
48361020700,35534480,+30.1160515,-093.8421981
48361021100,34603336,+30.2094978,-093.7431074
48361021600,94089325,+30.1720505,-094.0790539
48361022300,49589734,+30.0218661,-093.8837695
48361021700,19135866,+30.1292372,-094.0494108
48361021200,93442108,+30.2022048,-093.8218065
48361020300,43053024,+30.0608654,-093.7685004
48361022000,33435359,+30.0839191,-094.0316339
48361021800,24893395,+30.1494720,-093.9505639
48361021000,28083864,+30.1436667,-093.7111552
48361022400,47360915,+29.9937921,-093.8097595
48361022200,77858218,+30.0592283,-093.9422241
48361021400,57866252,+30.1536827,-093.8700910
48361021900,54800556,+30.1070732,-093.9542316
48097000700,281429923,+33.5129592,-097.0162459
48097000900,712225549,+33.5090619,-097.2943810
48097000100,564566709,+33.7657734,-097.0719251
48097000500,10107111,+33.6528828,-097.1440606
48097000400,33012050,+33.6616023,-097.1763687
48097000200,628105314,+33.7366472,-097.3545420
48453000500,1152030,+30.2960656,-097.7341753
48255970400,293451045,+28.8780414,-097.6985999
48255970100,795902121,+29.0196738,-097.8908383
48255970300,482658382,+28.7678097,-097.8414325
48255970200,364178037,+28.8454832,-097.9609816
48065950100,986830342,+35.4005703,-101.1944209
48065950200,1396529408,+35.4058127,-101.4606596
48113009603,3526072,+32.9174231,-096.8278434
48113009609,2700101,+32.9023840,-096.8472910
48113009608,2261407,+32.9159703,-096.8462663
48113009607,2356308,+32.9026083,-096.8640984
48113009604,2374786,+32.9195766,-096.8092909
48113009702,1879773,+32.8885622,-096.8626297
48113009611,1390772,+32.9021569,-096.8765214
48113009605,1361969,+32.9122419,-096.8674948
48313000300,452712875,+30.9415165,-096.0920522
48313000100,282326156,+31.0188802,-095.7441050
48313000400,36931875,+30.9516311,-095.9036697
48337950600,518086975,+33.5856410,-097.6326462
48337950400,692697235,+33.5846759,-097.7733166
48313000200,435132560,+30.9676245,-095.8685635
48215020701,5280460,+26.2567132,-098.2532784
48215020721,5283929,+26.2423680,-098.2557213
48105950100,7270834113,+30.7175316,-101.4042113
48215020723,2063512,+26.2124837,-098.2448218
48361020200,8984747,+30.1097456,-093.7223521
48453000601,1113392,+30.2874117,-097.7380441
48453000801,1292330,+30.2669542,-097.7014857
48453000803,1444991,+30.2768115,-097.7204722
48453000802,1711811,+30.2735527,-097.7079890
48453000604,666856,+30.2855339,-097.7477274
48453000603,790189,+30.2919924,-097.7462695
48453000901,867134,+30.2655681,-097.7237400
48453000804,1047621,+30.2700914,-097.7219450
48361020500,8200952,+30.0770689,-093.7558991
48029131503,2183562,+29.4643876,-098.3890946
48029130402,2588659,+29.4055240,-098.4405754
48215020724,3311690,+26.2146421,-098.2650607
48215020901,4247797,+26.2449092,-098.2096456
48215020802,3775847,+26.2293655,-098.2334980
48215020402,19053677,+26.1772217,-098.3114104
48399950500,616053467,+31.6651284,-100.0562528
48399950600,885070803,+31.7765385,-099.8948735
48399950100,1210763536,+31.9739647,-099.9894107
48399950200,10046208,+31.9557737,-099.9674692
48215022201,18136848,+26.1999897,-098.0265091
48215022600,1003924,+26.1643777,-097.9866403
48215021201,3558978,+26.1950049,-098.2193851
48215021600,1641040,+26.2016008,-098.1804646
48215022501,15539022,+26.2065319,-097.9754163
48341950100,641102709,+35.9246803,-101.7261846
48341950200,1677994586,+35.8087170,-101.9509669
48341950400,3457737,+35.8536665,-101.9691610
48341950300,7633725,+35.8758583,-101.9686109
48097000600,13926373,+33.6528799,-097.1212047
48361020900,5232746,+30.1092103,-093.7537160
48113009301,2722019,+32.7286814,-096.6930624
48113009304,2937318,+32.7171733,-096.6996967
48113009202,2778615,+32.7273351,-096.6736675
48019000101,227817084,+29.6779421,-099.1456569
48021950502,343812158,+30.1543473,-097.1842394
48215023700,3485660,+26.2943742,-098.1399553
48215024201,345602150,+26.3510514,-098.4702142
48215024500,46800463,+26.2933039,-097.9611482
48215021302,23333410,+26.1331259,-098.1726765
48215022800,189080504,+26.0934879,-098.0046247
48215023507,27600409,+26.3103196,-098.0793739
48215022701,5510637,+26.1489354,-097.9754743
48215022702,9006963,+26.1274699,-097.9759672
48027980003,146852251,+31.1615556,-097.5991695
48027023403,165344863,+30.9580001,-097.4871911
48027023404,363314460,+30.8950760,-097.5573519
48027021903,7489604,+31.0580126,-097.6644104
48027023204,24687521,+31.1376073,-097.6690472
48027980002,7503546,+31.0687797,-097.8290998
48303010406,78473331,+33.5377969,-102.0307051
48303010405,69176080,+33.6137961,-102.0049207
48303010408,164513937,+33.4453435,-101.9974986
48141000404,1210880,+31.8636267,-106.4365338
48141000403,1759947,+31.8605493,-106.4453315
48141001001,1056031,+31.7996854,-106.4619536
48141001104,5118058,+31.8283755,-106.5495530
48477170100,67270047,+30.2045086,-096.3401166
48477170600,514020353,+30.2277955,-096.2145460
48477170400,80820542,+30.1231886,-096.4318686
48477170300,33988872,+30.1369745,-096.3715820
48477170200,75487425,+30.1886403,-096.4553803
48477170500,792650227,+30.2242031,-096.5262454
48439113514,2192834,+32.8313360,-097.0919384
48121020800,24467738,+33.1983430,-097.1797465
48121020401,81769961,+33.2684162,-097.1840994
48121020202,250929950,+33.2925807,-097.2957797
48121020303,96193900,+33.0979318,-097.1759808
48121021403,24247970,+33.1113136,-097.0197217
48141003901,2087387,+31.7024363,-106.3357603
48141003804,1769645,+31.7125369,-106.3503500
48141003803,2581020,+31.7155880,-106.3592830
48029121908,42672147,+29.7060361,-098.3989960
48029110300,1549961,+29.4143332,-098.4808558
48141003902,2663137,+31.6860724,-106.3251480
48281950301,117243208,+31.0927924,-097.9722186
48261990000,0,+26.9389899,-097.3234546
48453001606,503773,+30.3056732,-097.7608291
48453001605,1894186,+30.2867710,-097.7605726
48453001603,2559600,+30.2984281,-097.7564434
48267950100,3235020442,+30.4794720,-099.7463959
48267950200,5096063,+30.4888069,-099.7732124
48269950100,2359148816,+33.6142675,-100.2453455
48121020305,18503029,+32.9987632,-097.1512237
48121020602,6889030,+33.2227233,-097.1002930
48121021615,2004157,+32.9954392,-096.8794363
48121020403,4332447,+33.2242943,-097.1525178
48121020402,9865700,+33.2428384,-097.1595552
48083950700,1848800255,+31.6497778,-099.4663176
48043950400,4258602,+30.3512613,-103.6826978
48043950300,16747753,+30.3728596,-103.6605319
48083950300,59040436,+31.8284934,-099.3931050
48083950600,1360583724,+31.9558857,-099.4506778
48141001501,5877254,+31.7941826,-106.4959998
48141010404,14618400,+31.6063196,-106.2421440
48141003501,9162212,+31.7639275,-106.3901426
48303010508,202409767,+33.4546629,-101.8307403
48303010301,342946796,+33.7302581,-101.9968032
48303000900,10615522,+33.6041524,-101.8199757
48303010700,379817204,+33.4858910,-101.6413323
48303000603,705704,+33.5884094,-101.8662987
48303001501,1302790,+33.5741817,-101.8790933
48303002102,1684008,+33.5242707,-101.8801472
48303001801,2591593,+33.5560112,-101.9137690
48303010403,2582005,+33.5133614,-101.9323447
48141004201,1854660,+31.7476554,-106.3581372
48029121803,3302360,+29.5542531,-098.3666664
48141004004,3279045,+31.6942750,-106.3107784
48141003903,3767523,+31.6912577,-106.3406697
48141004103,5815354,+31.7224797,-106.3213319
48361021300,28100785,+30.1443917,-093.7811922
48029121812,3483317,+29.5902485,-098.3672307
48439106513,2715310,+32.7370133,-097.1904767
48439106512,2357506,+32.7525319,-097.1905288
48439106511,8790333,+32.7695740,-097.1918423
48121021100,1421648,+33.2104184,-097.1348764
48121020900,1741167,+33.2021185,-097.1584397
48121021000,2010755,+33.2055731,-097.1468638
48121021301,1402849,+33.1982922,-097.1289269
48121020700,1567094,+33.2169339,-097.1507821
48439106514,4396414,+32.7509863,-097.1746810
48029130600,2035045,+29.4303224,-098.4521996
48029130500,2284377,+29.4192226,-098.4521675
48029130300,1209475,+29.4073203,-098.4671910
48029130700,1470078,+29.4394444,-098.4516934
48453001707,2795279,+30.3727852,-097.7463444
48453001706,2659131,+30.3825426,-097.7554827
48029131000,5560603,+29.4174106,-098.4069528
48453001705,5341085,+30.3697168,-097.7740291
48439106516,1796135,+32.7654344,-097.2219020
48439106515,2676769,+32.7720688,-097.2279449
48439106600,3610991,+32.8024290,-097.4275168
48453001713,2583865,+30.2107925,-097.8052987
48453001718,3519720,+30.3483141,-097.7610230
48453001712,2315697,+30.2238534,-097.7971953
48141010103,5956166,+31.8016631,-106.4236917
48141004316,2504378,+31.7410991,-106.2963529
48141010307,2338512,+31.7769136,-106.3300451
48141004314,1803202,+31.7603763,-106.2972187
48141002202,1171920,+31.7704462,-106.4841370
48141001107,3185360,+31.8565049,-106.5440666
48141001502,2665430,+31.7761208,-106.4996815
48141010501,64836740,+31.5336569,-106.2155177
48141001110,2974610,+31.8344444,-106.5175648
48141002201,2260324,+31.7785095,-106.4811236
48141000900,11949515,+31.8022909,-106.4769329
48141001109,3517048,+31.8481308,-106.5256675
48141000301,2654932,+31.8573628,-106.4296231
48141003601,1431215,+31.7627450,-106.4173183
48141010102,6263572,+31.8166050,-106.4189690
48181000200,31438865,+33.7666691,-096.4778853
48141004106,2789298,+31.7381695,-106.3403329
48141004107,858698,+31.7369684,-106.3300208
48141004202,2066980,+31.7595463,-106.3641295
48141004303,2475478,+31.7779461,-106.3510284
48141004105,1532286,+31.7410638,-106.3483093
48141004104,4058691,+31.7142341,-106.3345130
48121021502,11309768,+33.0713167,-096.9983543
48121021409,6979234,+33.1498905,-097.0718532
48121021505,4435875,+33.0746092,-097.0299624
48029121404,6762085,+29.4788025,-098.3925101
48029121504,3888162,+29.5300730,-098.3653732
48029121501,5840457,+29.5349311,-098.3513911
48151950400,1019323279,+32.8542160,-100.3931655
48151950300,1308923420,+32.6420058,-100.3982035
48173950100,2331552809,+31.8680062,-101.5214944
48029121508,2233144,+29.5064099,-098.3583017
48029121507,2659640,+29.5133523,-098.3577773
48029121601,3695908,+29.5482149,-098.3032198
48141010311,2206418,+31.7956673,-106.3122018
48053960600,149486661,+30.6408922,-098.3307688
48053960700,64005881,+30.5892372,-098.2504151
48053960200,761798959,+30.9086276,-098.2587045
48053960300,57680438,+30.7677108,-098.2242316
48053960500,24466350,+30.5931299,-098.3818537
48053960100,794102965,+30.8831365,-098.0115225
48053960400,364196582,+30.7142749,-098.2500913
48053960800,359378450,+30.5182468,-098.1939001
48453001716,20852688,+30.3934971,-097.8025854
48453001823,2461059,+30.3700928,-097.6869014
48453001747,2378688,+30.1807636,-097.8246003
48439111404,8602728,+32.6424539,-097.2012734
48453001908,32366567,+30.2785814,-097.8769366
48453001719,4894738,+30.3494775,-097.7806389
48453002307,2120598,+30.2231020,-097.7409680
48453001728,3612890,+30.1957423,-097.8165608
48453001722,2755480,+30.3989237,-097.7531675
48029131504,4081739,+29.4466611,-098.3873926
48453001729,3152357,+30.2027508,-097.8293774
48029980004,9789640,+29.5369304,-098.4680098
48409010500,15301399,+27.9346715,-097.2899236
48439104802,2426599,+32.6782741,-097.3515442
48439104605,4540365,+32.6956316,-097.2933408
48439105001,6637086,+32.8278887,-097.3433773
48029121604,4877653,+29.5297461,-098.3131273
48029121802,8729518,+29.5715750,-098.3539705
48439111013,13319200,+32.5954753,-097.3382065
48113008500,2695036,+32.7706206,-096.6914520
48113008400,6162777,+32.7753203,-096.7154292
48439105201,2286691,+32.7309751,-097.4585258
48439105204,920009,+32.7313787,-097.4775924
48439105205,1167004,+32.7310852,-097.4704907
48439105006,15886500,+32.8178655,-097.3190000
48113008604,1261731,+32.7174152,-096.7700742
48113008701,3992557,+32.7008937,-096.7640305
48113008704,2325812,+32.6951584,-096.7814709
48113008801,2341061,+32.7188747,-096.7927092
48113009802,1551056,+32.8717281,-096.8601617
48439105404,3283867,+32.6852165,-097.3838627
48439105405,7732096,+32.7005529,-097.4014885
48439105403,5383381,+32.7166577,-097.3738906
48185180302,489239165,+30.6947051,-095.9069367
48185180101,189690516,+30.3150345,-096.0542898
48185180200,309654165,+30.4117384,-095.9338627
48185180102,193524236,+30.2907108,-095.8914833
48439105502,3502183,+32.6628176,-097.3792964
48439105406,2572813,+32.6980185,-097.4235508
48321730700,796558504,+28.9160974,-096.1559204
48321730400,62957868,+28.9252856,-095.9920097
48321730100,68953924,+29.0598417,-095.9946994
48321730501,880294331,+28.7516782,-095.8671649
48321730600,446746263,+28.6605822,-096.1871057
48113009104,1187855,+32.7454629,-096.6918433
48453001765,70146501,+30.4470398,-097.8749819
48453001737,8595218,+30.2141501,-097.8809760
48453001766,280190553,+30.5486587,-097.9935289
48453002003,1990126,+30.2190129,-097.7747284
48453001714,17646307,+30.4243414,-097.8278641
48453001748,5355370,+30.1702310,-097.8391284
48453001901,3967858,+30.2502678,-097.7862422
48453002402,3575898,+30.2017006,-097.7751660
48453001819,898796,+30.3634222,-097.7026672
48453001746,2514699,+30.1860731,-097.8382648
48439111514,3531428,+32.6632881,-097.0842141
48439111513,4626701,+32.6669835,-097.0749765
48439111506,4334616,+32.7157572,-097.1616014
48393950100,2393298484,+35.8362157,-100.8075549
48453000101,3124999,+30.3231686,-097.7532670
48453001849,7469361,+30.3946410,-097.7201271
48453002421,8181748,+30.1628588,-097.8065275
48453001910,6712720,+30.2700666,-097.7980310
48453002407,15335842,+30.1290274,-097.8155517
48453001911,3274085,+30.2592651,-097.7857165
48453001761,29278223,+30.3608230,-097.8296382
48453001755,7440145,+30.4093231,-097.7785508
48453002315,477755,+30.2339238,-097.7321357
48453001308,1305980,+30.2325446,-097.7618791
48453002313,2432288,+30.2201792,-097.7260192
48453001604,3035085,+30.3028407,-097.7724028
48453000700,1615130,+30.2777004,-097.7411232
48439105505,2144506,+32.6710609,-097.3934377
48439105511,2780384,+32.6376772,-097.3726359
48439105508,3796680,+32.6547731,-097.4169395
48439105510,3854720,+32.6358837,-097.4032769
48439105503,3638846,+32.6533881,-097.3970221
48029191816,2896998,+29.6177113,-098.4965825
48453001733,22562700,+30.2148778,-097.9171838
48453001738,4964450,+30.2186217,-097.8606963
48409010700,641390904,+27.9954662,-097.3494334
48409010601,7985334,+27.8855323,-097.3533661
48409011000,29237927,+28.0263476,-097.4921566
48409010900,578873508,+28.0224856,-097.5779642
48409011300,28473865,+28.0849026,-097.8198252
48409011200,373188032,+28.0455641,-097.7591829
48029121120,4520266,+29.5575482,-098.4372455
48409010603,3486660,+27.8853576,-097.3029366
48453001741,12186174,+30.4131405,-097.9303379
48439105512,2645458,+32.6452495,-097.3836428
48029191303,2327414,+29.5519645,-098.4791131
48057000400,424433208,+28.5805898,-096.6742430
48057000300,142552569,+28.6146637,-096.4332813
48439105704,3124492,+32.6418767,-097.3591886
48439105800,1665981,+32.6653858,-097.3427878
48439105701,2116520,+32.6634730,-097.3611513
48439105600,2555411,+32.6767091,-097.3670721
48439105703,1770718,+32.6547370,-097.3639703
48057000200,2993481,+28.6080043,-096.6185274
48057000100,10030283,+28.6420699,-096.6272814
48439111304,4516911,+32.5931368,-097.1252901
48439111202,4039341,+32.6305482,-097.2829368
48439111102,5906852,+32.6545952,-097.2634278
48439106201,1541425,+32.7080074,-097.2586626
48439106300,2577305,+32.7154666,-097.2384623
48439106202,3109841,+32.7070413,-097.2463891
48439106102,2891271,+32.6766089,-097.2510439
48439106001,5157866,+32.6456865,-097.3323368
48439106101,3642109,+32.6910481,-097.2507308
48439106002,14028578,+32.6480468,-097.2978643
48439106503,2803384,+32.7524651,-097.2083283
48439106507,1970045,+32.7641886,-097.2492064
48439106502,2461994,+32.7530613,-097.2269515
48439106510,8939201,+32.7852923,-097.1960520
48167722600,4704998,+29.3892824,-094.9619207
48167722700,4637786,+29.3867309,-094.9893812
48167722300,4191982,+29.3901190,-094.9240602
48167722100,3839010,+29.4024261,-094.9088859
